transaction_amount,hours_since_last_txn,fraud_probability,risk_score,risk_category,actual_fraud
25364.64,1.38,0.9999561403508772,100.0,High Risk,1
4019.48,1.37,0.003056768558951965,0.31,Low Risk,0
9691.8,0.9,0.999542066027689,99.95,High Risk,1
3234.55,15.23,0.0,0.0,Low Risk,0
1448.99,0.87,0.0,0.0,Low Risk,0
2448.54,8.84,0.0,0.0,Low Risk,0
720.4,2.49,0.0,0.0,Low Risk,0
3351.14,18.94,0.0,0.0,Low Risk,0
3275.49,2.71,0.0,0.0,Low Risk,0
35684.82,0.28,0.9995568400770711,99.96,High Risk,1
1513.29,2.05,0.0,0.0,Low Risk,0
2939.48,16.41,0.0,0.0,Low Risk,0
2874.34,10.14,0.0,0.0,Low Risk,0
1879.08,6.33,0.0,0.0,Low Risk,0
1254.51,8.84,0.0,0.0,Low Risk,0
1068.95,0.63,0.0,0.0,Low Risk,0
1581.08,18.74,0.0,0.0,Low Risk,0
3053.01,2.84,0.0,0.0,Low Risk,0
2504.64,7.32,0.0,0.0,Low Risk,0
2658.12,13.85,0.0,0.0,Low Risk,0
50.0,2.88,0.0,0.0,Low Risk,0
4034.85,1.96,0.0,0.0,Low Risk,0
1080.05,6.95,0.0,0.0,Low Risk,0
969.34,2.01,0.0,0.0,Low Risk,0
1609.99,0.97,0.0,0.0,Low Risk,0
951.91,3.56,0.0,0.0,Low Risk,0
3301.51,14.38,0.0,0.0,Low Risk,0
4321.87,6.52,0.0,0.0,Low Risk,0
2810.95,13.06,0.0,0.0,Low Risk,0
3454.9,1.15,0.0,0.0,Low Risk,0
1462.96,17.79,0.0,0.0,Low Risk,0
3390.11,6.36,0.0,0.0,Low Risk,0
3515.27,4.28,0.0,0.0,Low Risk,0
2256.31,8.88,0.0,0.0,Low Risk,0
38520.1,0.84,1.0,100.0,High Risk,1
2852.2,1.82,0.0,0.0,Low Risk,0
1582.31,4.46,0.0,0.0,Low Risk,0
3674.04,12.29,0.0,0.0,Low Risk,0
2735.07,6.43,0.0,0.0,Low Risk,0
2765.55,9.46,0.0,0.0,Low Risk,0
2224.96,14.27,0.0,0.0,Low Risk,0
5278.1,3.66,0.0,0.0,Low Risk,0
2991.31,9.59,0.0,0.0,Low Risk,0
4857.98,32.39,0.0,0.0,Low Risk,0
1732.69,7.31,0.0,0.0,Low Risk,0
4554.92,25.86,0.0,0.0,Low Risk,0
8649.12,1.0,1.0,100.0,High Risk,1
3392.69,7.61,0.0,0.0,Low Risk,0
649.05,28.4,0.0,0.0,Low Risk,0
4418.69,4.24,0.0,0.0,Low Risk,0
4115.12,21.24,0.0,0.0,Low Risk,0
2271.36,9.67,0.0,0.0,Low Risk,0
1677.93,1.8,0.0,0.0,Low Risk,0
1426.67,3.56,0.0,0.0,Low Risk,0
2541.91,7.36,0.0,0.0,Low Risk,0
1745.08,8.16,0.0,0.0,Low Risk,0
577.75,7.82,0.0,0.0,Low Risk,0
3986.67,7.42,0.0,0.0,Low Risk,0
3720.03,1.49,0.003486792452830188,0.35,Low Risk,0
948.78,10.21,0.0,0.0,Low Risk,0
1815.86,6.34,0.0,0.0,Low Risk,0
862.62,10.13,0.0,0.0,Low Risk,0
4394.47,2.17,0.0,0.0,Low Risk,0
5014.05,10.58,0.0,0.0,Low Risk,0
1043.51,17.78,0.0,0.0,Low Risk,0
2535.38,20.33,0.0,0.0,Low Risk,0
2163.81,30.09,0.0,0.0,Low Risk,0
3485.93,3.65,0.0,0.0,Low Risk,0
738.86,14.01,0.0,0.0,Low Risk,0
3661.77,1.1,0.002702702702702703,0.27,Low Risk,0
3722.56,2.03,0.0,0.0,Low Risk,0
940.65,9.64,0.0,0.0,Low Risk,0
3430.41,2.12,0.0,0.0,Low Risk,0
4214.48,0.26,0.002890173410404624,0.29,Low Risk,0
4409.06,24.26,0.0,0.0,Low Risk,0
2915.76,6.58,0.0,0.0,Low Risk,0
1204.94,4.3,0.0,0.0,Low Risk,0
3016.21,14.45,0.0,0.0,Low Risk,0
4398.62,4.62,0.0,0.0,Low Risk,0
1214.99,4.46,0.0,0.0,Low Risk,0
3099.39,44.42,0.0,0.0,Low Risk,0
974.5,3.24,0.0,0.0,Low Risk,0
1405.25,12.33,0.0,0.0,Low Risk,0
2375.3,9.59,0.0,0.0,Low Risk,0
3272.14,1.53,0.0,0.0,Low Risk,0
801.46,10.16,0.0,0.0,Low Risk,0
1793.41,9.1,0.0,0.0,Low Risk,0
4357.58,2.26,0.0,0.0,Low Risk,0
2182.03,1.94,0.0,0.0,Low Risk,0
593.96,8.98,0.0,0.0,Low Risk,0
2592.94,4.94,0.0,0.0,Low Risk,0
1627.87,2.2,0.0,0.0,Low Risk,0
3159.21,3.73,0.0,0.0,Low Risk,0
852.97,10.62,0.0,0.0,Low Risk,0
1646.92,1.29,0.0,0.0,Low Risk,0
200.55,23.09,0.0,0.0,Low Risk,0
2982.86,18.24,0.0,0.0,Low Risk,0
2678.72,4.28,0.0,0.0,Low Risk,0
1645.64,68.48,0.0,0.0,Low Risk,0
1753.19,13.31,0.0,0.0,Low Risk,0
1551.52,5.07,0.0,0.0,Low Risk,0
1973.03,21.79,0.0,0.0,Low Risk,0
2332.95,1.18,0.0028455284552845526,0.28,Low Risk,0
3452.94,0.61,0.0,0.0,Low Risk,0
2979.19,25.03,0.0,0.0,Low Risk,0
2533.98,10.69,0.0,0.0,Low Risk,0
811.28,27.66,0.0,0.0,Low Risk,0
4561.84,21.42,0.0,0.0,Low Risk,0
3531.2,27.03,0.0,0.0,Low Risk,0
2269.24,8.5,0.0,0.0,Low Risk,0
1385.04,0.14,0.0012987012987012987,0.13,Low Risk,0
1783.74,0.52,0.0031339031339031338,0.31,Low Risk,0
3106.51,38.46,0.0,0.0,Low Risk,0
2658.82,0.31,0.0,0.0,Low Risk,0
208.97,8.21,0.0,0.0,Low Risk,0
14368.24,0.61,1.0,100.0,High Risk,1
2462.73,25.35,0.0,0.0,Low Risk,0
2100.47,5.01,0.0,0.0,Low Risk,0
1158.02,15.47,0.0,0.0,Low Risk,0
3082.39,8.17,0.0,0.0,Low Risk,0
1365.36,4.85,0.0,0.0,Low Risk,0
1502.72,12.29,0.0,0.0,Low Risk,0
2966.93,0.77,0.0021008403361344537,0.21,Low Risk,0
2267.5,1.36,0.002980132450331126,0.3,Low Risk,0
3318.59,12.87,0.0,0.0,Low Risk,0
2702.43,18.86,0.0,0.0,Low Risk,0
4861.81,4.77,0.0,0.0,Low Risk,0
2587.36,34.82,0.0,0.0,Low Risk,0
1356.19,32.92,0.0,0.0,Low Risk,0
3085.64,19.5,0.0,0.0,Low Risk,0
3990.98,55.97,0.0,0.0,Low Risk,0
1656.82,16.59,0.0,0.0,Low Risk,0
2313.43,3.95,0.0,0.0,Low Risk,0
2693.93,5.9,0.0,0.0,Low Risk,0
275.68,1.18,0.0028455284552845526,0.28,Low Risk,0
2330.92,4.31,0.0,0.0,Low Risk,0
3242.14,4.36,0.0,0.0,Low Risk,0
2628.22,1.69,0.0,0.0,Low Risk,0
1954.25,5.11,0.0,0.0,Low Risk,0
4038.31,9.62,0.0,0.0,Low Risk,0
4370.15,22.68,0.0,0.0,Low Risk,0
3077.51,3.11,0.0,0.0,Low Risk,0
1975.73,1.27,0.0,0.0,Low Risk,0
2010.24,3.12,0.0,0.0,Low Risk,0
1037.87,9.05,0.0,0.0,Low Risk,0
2741.31,0.91,0.0,0.0,Low Risk,0
1647.4,5.31,0.0,0.0,Low Risk,0
1597.23,29.88,0.0,0.0,Low Risk,0
2723.19,12.37,0.0,0.0,Low Risk,0
3533.65,5.98,0.0,0.0,Low Risk,0
3249.35,1.98,0.0,0.0,Low Risk,0
2427.08,8.42,0.0,0.0,Low Risk,0
2694.33,4.92,0.0,0.0,Low Risk,0
1927.93,11.12,0.0,0.0,Low Risk,0
2483.14,15.23,0.0,0.0,Low Risk,0
1675.15,0.27,0.0,0.0,Low Risk,0
2562.47,0.39,0.0,0.0,Low Risk,0
648.62,17.75,0.0,0.0,Low Risk,0
2532.27,19.44,0.0,0.0,Low Risk,0
613.2,0.66,0.0,0.0,Low Risk,0
184.37,0.28,0.0,0.0,Low Risk,0
3643.36,6.9,0.0,0.0,Low Risk,0
4996.92,7.41,0.0,0.0,Low Risk,0
1635.99,28.38,0.0,0.0,Low Risk,0
1721.45,7.82,0.0,0.0,Low Risk,0
1914.4,7.74,0.0,0.0,Low Risk,0
232.19,15.34,0.0,0.0,Low Risk,0
1140.98,7.0,0.0,0.0,Low Risk,0
1469.47,2.74,0.0,0.0,Low Risk,0
3299.0,3.84,0.0,0.0,Low Risk,0
1478.56,0.47,0.0,0.0,Low Risk,0
3730.21,1.99,0.0,0.0,Low Risk,0
4796.29,10.61,0.0,0.0,Low Risk,0
2656.83,17.48,0.0,0.0,Low Risk,0
2853.4,11.37,0.0,0.0,Low Risk,0
2302.97,14.27,0.0,0.0,Low Risk,0
4012.89,3.87,0.0,0.0,Low Risk,0
3707.98,1.75,0.0,0.0,Low Risk,0
1948.0,4.42,0.0,0.0,Low Risk,0
2053.27,7.73,0.0,0.0,Low Risk,0
4300.19,9.91,0.0,0.0,Low Risk,0
4116.28,3.88,0.0,0.0,Low Risk,0
2525.84,0.54,0.0,0.0,Low Risk,0
4017.41,14.14,0.0,0.0,Low Risk,0
3592.53,14.88,0.0,0.0,Low Risk,0
3350.71,3.35,0.0,0.0,Low Risk,0
2943.31,0.2,0.002826855123674912,0.28,Low Risk,0
1455.16,5.89,0.0,0.0,Low Risk,0
30494.16,0.56,1.0,100.0,High Risk,1
2325.85,0.62,0.0,0.0,Low Risk,0
1843.19,4.25,0.0,0.0,Low Risk,0
1940.99,9.14,0.0,0.0,Low Risk,0
1299.26,2.31,0.0,0.0,Low Risk,0
766.95,5.74,0.0,0.0,Low Risk,0
2978.13,4.09,0.0,0.0,Low Risk,0
1392.9,52.62,0.0,0.0,Low Risk,0
3412.88,3.66,0.0,0.0,Low Risk,0
3262.05,2.85,0.0,0.0,Low Risk,0
174.96,3.3,0.0,0.0,Low Risk,0
3244.18,16.04,0.0,0.0,Low Risk,0
18833.45,0.74,0.9991666666666666,99.92,High Risk,1
2903.6,2.09,0.0,0.0,Low Risk,0
3948.65,2.23,0.0,0.0,Low Risk,0
2185.16,7.45,0.0,0.0,Low Risk,0
2283.28,6.61,0.0,0.0,Low Risk,0
50.0,19.61,0.0,0.0,Low Risk,0
3213.49,5.16,0.0,0.0,Low Risk,0
2522.21,0.62,0.0,0.0,Low Risk,0
1321.02,2.0,0.0,0.0,Low Risk,0
1214.56,22.44,0.0,0.0,Low Risk,0
1458.52,17.52,0.0,0.0,Low Risk,0
2986.2,0.66,0.0,0.0,Low Risk,0
3402.79,2.15,0.0,0.0,Low Risk,0
3739.63,13.3,0.0,0.0,Low Risk,0
45789.21,0.96,1.0,100.0,High Risk,1
2840.6,2.86,0.0,0.0,Low Risk,0
5514.1,0.93,0.0,0.0,Low Risk,0
3418.4,8.8,0.0,0.0,Low Risk,0
286.13,1.38,0.0,0.0,Low Risk,0
4124.31,15.95,0.0,0.0,Low Risk,0
4522.34,19.51,0.0,0.0,Low Risk,0
2761.31,1.33,0.0,0.0,Low Risk,0
2242.85,7.34,0.0,0.0,Low Risk,0
4108.53,14.39,0.0,0.0,Low Risk,0
3103.87,0.36,0.0,0.0,Low Risk,0
590.29,20.24,0.0,0.0,Low Risk,0
2520.69,10.91,0.0,0.0,Low Risk,0
2986.4,0.96,0.0,0.0,Low Risk,0
3589.86,12.58,0.0,0.0,Low Risk,0
31636.31,0.84,1.0,100.0,High Risk,1
3041.4,1.59,0.0,0.0,Low Risk,0
2685.88,12.15,0.0,0.0,Low Risk,0
3474.01,37.63,0.0,0.0,Low Risk,0
2107.37,2.35,0.0,0.0,Low Risk,0
4386.23,20.13,0.0,0.0,Low Risk,0
412.35,7.52,0.0,0.0,Low Risk,0
3758.69,3.11,0.0,0.0,Low Risk,0
1016.53,20.95,0.0,0.0,Low Risk,0
3247.67,6.32,0.0,0.0,Low Risk,0
2914.7,13.04,0.0,0.0,Low Risk,0
11069.45,1.35,1.0,100.0,High Risk,1
2421.08,16.85,0.0,0.0,Low Risk,0
1503.96,0.02,0.0,0.0,Low Risk,0
3562.8,0.59,0.0,0.0,Low Risk,0
3578.81,0.51,0.0,0.0,Low Risk,0
3989.33,14.34,0.0,0.0,Low Risk,0
1617.11,1.77,0.0,0.0,Low Risk,0
2374.21,34.23,0.0,0.0,Low Risk,0
3788.76,3.83,0.0,0.0,Low Risk,0
2333.6,2.5,0.0,0.0,Low Risk,0
4680.48,5.04,0.0,0.0,Low Risk,0
3384.69,33.42,0.0,0.0,Low Risk,0
2961.13,18.28,0.0,0.0,Low Risk,0
2650.11,22.36,0.0,0.0,Low Risk,0
1603.14,19.49,0.0,0.0,Low Risk,0
3258.31,13.05,0.0,0.0,Low Risk,0
585.93,3.81,0.0,0.0,Low Risk,0
106.52,2.02,0.0,0.0,Low Risk,0
3820.49,37.31,0.0,0.0,Low Risk,0
183.09,10.03,0.0,0.0,Low Risk,0
239.78,42.29,0.0,0.0,Low Risk,0
2905.84,10.12,0.0,0.0,Low Risk,0
2271.71,4.29,0.0,0.0,Low Risk,0
3883.47,4.18,0.0,0.0,Low Risk,0
3246.37,9.69,0.0,0.0,Low Risk,0
1454.21,3.2,0.0,0.0,Low Risk,0
2120.05,0.45,0.0027272727272727275,0.27,Low Risk,0
2186.26,15.43,0.0,0.0,Low Risk,0
1410.73,10.02,0.0,0.0,Low Risk,0
3240.82,12.36,0.0,0.0,Low Risk,0
2840.17,4.98,0.0,0.0,Low Risk,0
1420.7,64.48,0.0,0.0,Low Risk,0
2962.2,15.21,0.0,0.0,Low Risk,0
4187.21,12.68,0.0,0.0,Low Risk,0
3081.9,4.41,0.0,0.0,Low Risk,0
1232.35,10.41,0.0,0.0,Low Risk,0
3251.31,8.46,0.0,0.0,Low Risk,0
2782.47,7.55,0.0,0.0,Low Risk,0
2055.86,0.1,0.029299701798469174,2.93,Low Risk,0
3570.93,25.1,0.0,0.0,Low Risk,0
2208.55,5.47,0.0,0.0,Low Risk,0
2244.04,1.2,0.0,0.0,Low Risk,0
2026.83,1.66,0.0,0.0,Low Risk,0
2640.26,6.89,0.0,0.0,Low Risk,0
2556.56,0.93,0.0,0.0,Low Risk,0
2908.85,1.29,0.0,0.0,Low Risk,0
3335.62,1.24,0.0,0.0,Low Risk,0
1547.81,23.12,0.0,0.0,Low Risk,0
9506.23,0.65,1.0,100.0,High Risk,1
3246.7,9.96,0.0,0.0,Low Risk,0
824.53,2.64,0.0,0.0,Low Risk,0
50.0,15.12,0.0,0.0,Low Risk,0
2806.43,3.26,0.0,0.0,Low Risk,0
537.53,7.3,0.0,0.0,Low Risk,0
3028.64,17.18,0.0,0.0,Low Risk,0
2741.7,6.19,0.0,0.0,Low Risk,0
2346.93,0.59,0.0,0.0,Low Risk,0
1352.55,10.91,0.0,0.0,Low Risk,0
4365.99,4.41,0.0,0.0,Low Risk,0
1844.66,0.6,0.0,0.0,Low Risk,0
619.17,9.12,0.0,0.0,Low Risk,0
2482.91,7.91,0.0,0.0,Low Risk,0
2422.44,0.81,0.0,0.0,Low Risk,0
298.86,7.16,0.0,0.0,Low Risk,0
2880.85,1.37,0.003056768558951965,0.31,Low Risk,0
1889.75,11.07,0.0,0.0,Low Risk,0
2903.12,1.28,0.0,0.0,Low Risk,0
2635.33,0.76,0.0,0.0,Low Risk,0
50.0,4.08,0.0,0.0,Low Risk,0
1040.59,10.4,0.0,0.0,Low Risk,0
828.68,8.43,0.0,0.0,Low Risk,0
2833.54,8.01,0.0,0.0,Low Risk,0
2500.81,7.14,0.0,0.0,Low Risk,0
1477.86,5.69,0.0,0.0,Low Risk,0
3077.82,1.02,0.0,0.0,Low Risk,0
1577.09,16.96,0.0,0.0,Low Risk,0
1460.57,21.92,0.0,0.0,Low Risk,0
2690.18,6.5,0.0,0.0,Low Risk,0
1644.29,20.14,0.0,0.0,Low Risk,0
2720.47,2.27,0.0,0.0,Low Risk,0
2973.81,6.12,0.0,0.0,Low Risk,0
4333.34,21.67,0.0,0.0,Low Risk,0
1462.09,3.23,0.0,0.0,Low Risk,0
3228.81,7.86,0.0,0.0,Low Risk,0
4841.49,6.33,0.0,0.0,Low Risk,0
2950.42,15.91,0.0,0.0,Low Risk,0
1931.58,4.64,0.0,0.0,Low Risk,0
36106.11,0.72,1.0,100.0,High Risk,1
4421.8,9.12,0.0,0.0,Low Risk,0
2850.47,9.93,0.0,0.0,Low Risk,0
2466.07,28.91,0.0,0.0,Low Risk,0
1908.05,3.76,0.0,0.0,Low Risk,0
2028.31,13.84,0.0,0.0,Low Risk,0
564.33,10.51,0.0,0.0,Low Risk,0
2048.78,17.1,0.0,0.0,Low Risk,0
519.18,1.21,0.0027522935779816515,0.28,Low Risk,0
2699.44,3.54,0.0,0.0,Low Risk,0
1450.93,3.21,0.0,0.0,Low Risk,0
782.94,7.65,0.0,0.0,Low Risk,0
1976.27,6.34,0.0,0.0,Low Risk,0
19093.4,1.1,0.9993439240767487,99.93,High Risk,1
1149.36,12.6,0.0,0.0,Low Risk,0
3717.28,0.64,0.0,0.0,Low Risk,0
2577.41,2.44,0.0,0.0,Low Risk,0
2442.07,22.79,0.0,0.0,Low Risk,0
4350.41,29.16,0.0,0.0,Low Risk,0
2509.94,1.26,0.0,0.0,Low Risk,0
558.26,4.29,0.0,0.0,Low Risk,0
2178.09,4.46,0.0,0.0,Low Risk,0
2405.53,18.61,0.0,0.0,Low Risk,0
1288.37,5.83,0.0,0.0,Low Risk,0
672.09,11.39,0.0,0.0,Low Risk,0
3857.65,39.21,0.0,0.0,Low Risk,0
4163.58,7.06,0.0,0.0,Low Risk,0
4851.79,0.24,0.0,0.0,Low Risk,0
2347.65,3.01,0.0,0.0,Low Risk,0
1413.21,1.35,0.0,0.0,Low Risk,0
3829.02,13.17,0.0,0.0,Low Risk,0
1290.1,6.71,0.0,0.0,Low Risk,0
1884.86,0.85,0.0,0.0,Low Risk,0
46409.89,0.29,1.0,100.0,High Risk,1
897.74,6.1,0.0,0.0,Low Risk,0
17238.34,1.28,1.0,100.0,High Risk,1
205.44,13.84,0.0,0.0,Low Risk,0
2562.41,10.02,0.0,0.0,Low Risk,0
3586.75,3.35,0.0,0.0,Low Risk,0
2479.84,14.39,0.0,0.0,Low Risk,0
1217.51,7.52,0.0,0.0,Low Risk,0
4040.27,0.9,0.002875399361022364,0.29,Low Risk,0
387.54,0.9,0.002875399361022364,0.29,Low Risk,0
4487.05,20.02,0.0,0.0,Low Risk,0
2631.99,4.59,0.0,0.0,Low Risk,0
1550.49,4.58,0.0,0.0,Low Risk,0
2559.91,13.91,0.0,0.0,Low Risk,0
1722.54,7.46,0.0,0.0,Low Risk,0
1530.34,3.96,0.0,0.0,Low Risk,0
2636.62,7.36,0.0,0.0,Low Risk,0
4112.68,24.82,0.0,0.0,Low Risk,0
353.37,2.94,0.0,0.0,Low Risk,0
2257.18,8.8,0.0,0.0,Low Risk,0
2279.12,0.03,0.0,0.0,Low Risk,0
2876.49,12.49,0.0,0.0,Low Risk,0
2569.43,29.2,0.0,0.0,Low Risk,0
2755.82,16.62,0.0,0.0,Low Risk,0
3317.94,14.23,0.0,0.0,Low Risk,0
1402.95,43.18,0.0,0.0,Low Risk,0
2081.65,0.69,0.0,0.0,Low Risk,0
2037.78,25.09,0.0,0.0,Low Risk,0
2802.08,9.61,0.0,0.0,Low Risk,0
2105.52,26.51,0.0,0.0,Low Risk,0
3664.01,27.5,0.0,0.0,Low Risk,0
2272.92,4.51,0.0,0.0,Low Risk,0
50.0,1.49,0.003486792452830188,0.35,Low Risk,0
3417.7,5.02,0.0,0.0,Low Risk,0
1055.92,15.24,0.0,0.0,Low Risk,0
2406.36,1.66,0.0,0.0,Low Risk,0
3700.75,1.43,0.0,0.0,Low Risk,0
2896.18,10.66,0.0,0.0,Low Risk,0
3018.09,12.67,0.0,0.0,Low Risk,0
617.7,3.19,0.0,0.0,Low Risk,0
1732.73,3.99,0.0,0.0,Low Risk,0
1797.1,17.37,0.0,0.0,Low Risk,0
2712.71,0.66,0.0,0.0,Low Risk,0
1308.56,14.69,0.0,0.0,Low Risk,0
679.0,25.2,0.0,0.0,Low Risk,0
1774.62,20.31,0.0,0.0,Low Risk,0
1742.86,33.7,0.0,0.0,Low Risk,0
368.46,32.69,0.0,0.0,Low Risk,0
477.37,3.73,0.0,0.0,Low Risk,0
20605.27,0.99,1.0,100.0,High Risk,1
3404.03,13.22,0.0,0.0,Low Risk,0
1888.46,7.37,0.0,0.0,Low Risk,0
2203.18,3.79,0.0,0.0,Low Risk,0
1319.11,1.66,0.0,0.0,Low Risk,0
1886.56,6.23,0.0,0.0,Low Risk,0
2995.29,1.99,0.0,0.0,Low Risk,0
1893.51,14.47,0.0,0.0,Low Risk,0
3935.24,15.08,0.0,0.0,Low Risk,0
1798.67,10.84,0.0,0.0,Low Risk,0
2655.52,5.31,0.0,0.0,Low Risk,0
2183.06,10.22,0.0,0.0,Low Risk,0
1204.56,3.23,0.0,0.0,Low Risk,0
804.22,9.64,0.0,0.0,Low Risk,0
3012.94,0.38,0.0,0.0,Low Risk,0
3226.01,1.57,0.0,0.0,Low Risk,0
4782.75,8.28,0.0,0.0,Low Risk,0
3208.51,5.67,0.0,0.0,Low Risk,0
3523.6,3.63,0.0,0.0,Low Risk,0
2153.01,14.76,0.0,0.0,Low Risk,0
646.08,7.59,0.0,0.0,Low Risk,0
50.0,3.08,0.0,0.0,Low Risk,0
4292.31,4.48,0.0,0.0,Low Risk,0
745.42,26.65,0.0,0.0,Low Risk,0
1866.3,4.8,0.0,0.0,Low Risk,0
3285.8,0.21,0.0,0.0,Low Risk,0
3083.49,4.39,0.0,0.0,Low Risk,0
3175.9,17.78,0.0,0.0,Low Risk,0
3871.45,10.5,0.0,0.0,Low Risk,0
2114.75,0.49,0.0,0.0,Low Risk,0
2411.9,5.58,0.0,0.0,Low Risk,0
3666.94,3.29,0.0,0.0,Low Risk,0
50.0,0.41,0.0,0.0,Low Risk,0
2708.38,10.12,0.0,0.0,Low Risk,0
2493.2,23.8,0.0,0.0,Low Risk,0
1870.13,9.79,0.0,0.0,Low Risk,0
1409.49,16.06,0.0,0.0,Low Risk,0
2634.26,15.55,0.0,0.0,Low Risk,0
3676.63,12.78,0.0,0.0,Low Risk,0
1971.84,1.8,0.0,0.0,Low Risk,0
2992.54,0.31,0.0,0.0,Low Risk,0
1720.51,6.64,0.0,0.0,Low Risk,0
2515.29,21.5,0.0,0.0,Low Risk,0
1382.27,15.63,0.0,0.0,Low Risk,0
2217.34,6.67,0.0,0.0,Low Risk,0
12812.84,1.45,1.0,100.0,High Risk,1
3936.28,1.71,0.0,0.0,Low Risk,0
1476.31,16.4,0.0,0.0,Low Risk,0
1958.42,21.89,0.0,0.0,Low Risk,0
4447.76,17.75,0.0,0.0,Low Risk,0
4001.47,1.41,0.0,0.0,Low Risk,0
1388.91,10.88,0.0,0.0,Low Risk,0
294.74,3.58,0.0,0.0,Low Risk,0
22958.54,1.48,1.0,100.0,High Risk,1
3870.9,3.6,0.0,0.0,Low Risk,0
1411.76,6.98,0.0,0.0,Low Risk,0
2369.5,5.75,0.0,0.0,Low Risk,0
1475.11,0.59,0.0,0.0,Low Risk,0
2166.73,9.51,0.0,0.0,Low Risk,0
4141.77,9.87,0.0,0.0,Low Risk,0
1369.81,8.01,0.0,0.0,Low Risk,0
1908.69,10.11,0.0,0.0,Low Risk,0
2709.74,10.64,0.0,0.0,Low Risk,0
2422.21,12.7,0.0,0.0,Low Risk,0
4804.42,14.64,0.0,0.0,Low Risk,0
1971.16,13.08,0.0,0.0,Low Risk,0
3204.98,8.68,0.0,0.0,Low Risk,0
2971.27,25.41,0.0,0.0,Low Risk,0
2451.25,1.76,0.0,0.0,Low Risk,0
2317.97,1.02,0.0,0.0,Low Risk,0
1813.29,0.3,0.0,0.0,Low Risk,0
853.46,40.05,0.0,0.0,Low Risk,0
3425.02,0.58,0.0,0.0,Low Risk,0
2054.3,6.88,0.0,0.0,Low Risk,0
2891.52,22.13,0.0,0.0,Low Risk,0
2276.34,3.97,0.0,0.0,Low Risk,0
29184.71,0.14,0.9976203387256017,99.76,High Risk,1
3032.73,43.75,0.0,0.0,Low Risk,0
2801.23,1.75,0.0,0.0,Low Risk,0
1925.25,3.47,0.0,0.0,Low Risk,0
1591.31,6.32,0.0,0.0,Low Risk,0
2217.07,3.69,0.0,0.0,Low Risk,0
809.64,1.53,0.0,0.0,Low Risk,0
2374.41,37.04,0.0,0.0,Low Risk,0
2602.06,9.54,0.0,0.0,Low Risk,0
3733.13,0.4,0.0,0.0,Low Risk,0
1354.48,13.58,0.0,0.0,Low Risk,0
478.43,7.32,0.0,0.0,Low Risk,0
1405.23,7.51,0.0,0.0,Low Risk,0
347.74,41.9,0.0,0.0,Low Risk,0
3982.79,16.25,0.0,0.0,Low Risk,0
1823.81,1.55,0.0,0.0,Low Risk,0
4704.13,0.8,0.0,0.0,Low Risk,0
1118.92,17.94,0.0,0.0,Low Risk,0
2762.41,9.51,0.0,0.0,Low Risk,0
3387.56,20.45,0.0,0.0,Low Risk,0
5291.15,10.89,0.0,0.0,Low Risk,0
1312.05,0.31,0.0,0.0,Low Risk,0
1890.78,14.37,0.0,0.0,Low Risk,0
1871.74,10.36,0.0,0.0,Low Risk,0
2703.12,3.16,0.0,0.0,Low Risk,0
4700.96,1.42,0.0,0.0,Low Risk,0
3384.15,8.54,0.0,0.0,Low Risk,0
985.83,20.96,0.0,0.0,Low Risk,0
22350.09,1.25,1.0,100.0,High Risk,1
3859.69,29.04,0.0,0.0,Low Risk,0
2486.48,9.38,0.0,0.0,Low Risk,0
2130.73,10.37,0.0,0.0,Low Risk,0
697.8,9.76,0.0,0.0,Low Risk,0
2798.57,15.5,0.0,0.0,Low Risk,0
2789.47,2.43,0.0,0.0,Low Risk,0
2063.18,8.25,0.0,0.0,Low Risk,0
2472.58,21.29,0.0,0.0,Low Risk,0
1979.01,20.63,0.0,0.0,Low Risk,0
5046.29,6.83,0.0,0.0,Low Risk,0
784.26,4.25,0.0,0.0,Low Risk,0
2041.82,14.49,0.0,0.0,Low Risk,0
1455.73,21.09,0.0,0.0,Low Risk,0
3177.9,8.71,0.0,0.0,Low Risk,0
3812.79,14.08,0.0,0.0,Low Risk,0
2781.15,5.68,0.0,0.0,Low Risk,0
957.82,5.91,0.0,0.0,Low Risk,0
771.59,33.33,0.0,0.0,Low Risk,0
5456.47,9.26,0.0,0.0,Low Risk,0
478.64,14.51,0.0,0.0,Low Risk,0
1107.96,2.14,0.0,0.0,Low Risk,0
1133.16,4.15,0.0,0.0,Low Risk,0
2037.61,10.31,0.0,0.0,Low Risk,0
2247.17,3.31,0.0,0.0,Low Risk,0
4555.39,6.29,0.0,0.0,Low Risk,0
3828.78,2.73,0.0,0.0,Low Risk,0
3327.41,2.59,0.0,0.0,Low Risk,0
4103.62,8.04,0.0,0.0,Low Risk,0
1372.35,11.55,0.0,0.0,Low Risk,0
4067.06,1.9,0.0,0.0,Low Risk,0
2424.76,3.85,0.0,0.0,Low Risk,0
2736.35,0.55,0.0,0.0,Low Risk,0
2084.7,25.34,0.0,0.0,Low Risk,0
15073.66,0.14,0.9976203387256017,99.76,High Risk,1
2231.64,3.38,0.0,0.0,Low Risk,0
3203.21,4.25,0.0,0.0,Low Risk,0
477.92,27.12,0.0,0.0,Low Risk,0
2496.62,3.18,0.0,0.0,Low Risk,0
3243.95,7.95,0.0,0.0,Low Risk,0
1421.54,5.0,0.0,0.0,Low Risk,0
2428.03,3.46,0.0,0.0,Low Risk,0
1154.87,0.3,0.0,0.0,Low Risk,0
